Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Support Item Description,Unit,Price Controlled,Quote Required,"NT 
SA 
TAS 
WA
(MM 1-5)","ACT
NSW
QLD
VIC
(MM 1-5)","National
Non-Remote
(MM 1-5)","National Remote

(MM 6)","National Very Remote
(MM 7)",Travel,Cancellations,NDIA Reporting,Non-F2F
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_187_0104_6_1,Group Activities In A Centre - 1:1 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$80.73,$113.02,$121.10,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_187_0104_6_1_T,Group Activities In A Centre - 1:1 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$86.18,$120.65,$129.27,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_188_0104_6_1,Group Activities In A Centre - 1:1 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$104.33,$146.06,$156.50,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_188_0104_6_1_T,Group Activities In A Centre - 1:1 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$111.42,$155.99,$167.13,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_189_0104_6_1,Group Activities In A Centre - 1:1 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$130.07,$182.10,$195.11,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_189_0104_6_1_T,Group Activities In A Centre - 1:1 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$138.94,$194.52,$208.41,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_190_0104_6_1,Group Activities In A Centre - 1:2 - Complex - Weekday Daytime,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$34.10,$47.75,$51.16,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_190_0104_6_1_T,Group Activities In A Centre - 1:2 - Complex - Weekday Daytime - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$36.32,$50.85,$54.48,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_191_0104_6_1,Group Activities In A Centre - 1:2 - Complex - Evening,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$37.41,$52.38,$56.12,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_191_0104_6_1_T,Group Activities In A Centre - 1:2 - Complex - Evening - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$39.87,$55.81,$59.80,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_192_0104_6_1,Group Activities In A Centre - 1:2 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$46.13,$64.59,$69.20,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_192_0104_6_1_T,Group Activities In A Centre - 1:2 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$49.18,$68.86,$73.78,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_193_0104_6_1,Group Activities In A Centre - 1:2 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$59.35,$83.09,$89.02,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_193_0104_6_1_T,Group Activities In A Centre - 1:2 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$63.32,$88.65,$94.98,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_194_0104_6_1,Group Activities In A Centre - 1:2 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$73.76,$103.27,$110.64,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_194_0104_6_1_T,Group Activities In A Centre - 1:2 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$78.73,$110.22,$118.10,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_195_0104_6_1,Group Activities In A Centre - 1:3 - Complex - Weekday Daytime,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$25.72,$36.01,$38.58,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_195_0104_6_1_T,Group Activities In A Centre - 1:3 - Complex - Weekday Daytime - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$27.36,$38.30,$41.04,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_196_0104_6_1,Group Activities In A Centre - 1:3 - Complex - Evening,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$28.16,$39.43,$42.25,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_196_0104_6_1_T,Group Activities In A Centre - 1:3 - Complex - Evening - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$29.98,$41.97,$44.96,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_197_0104_6_1,Group Activities In A Centre - 1:3 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$34.60,$48.44,$51.90,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_197_0104_6_1_T,Group Activities In A Centre - 1:3 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$36.85,$51.59,$55.28,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_198_0104_6_1,Group Activities In A Centre - 1:3 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$44.36,$62.10,$66.53,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_198_0104_6_1_T,Group Activities In A Centre - 1:3 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$47.29,$66.20,$70.93,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_199_0104_6_1,Group Activities In A Centre - 1:3 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$54.99,$76.99,$82.49,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_199_0104_6_1_T,Group Activities In A Centre - 1:3 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$58.66,$82.12,$87.99,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_200_0104_6_1,Group Activities In A Centre - 1:4 - Complex - Weekday Daytime,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$21.53,$30.14,$32.30,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_200_0104_6_1_T,Group Activities In A Centre - 1:4 - Complex - Weekday Daytime - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$22.88,$32.03,$34.32,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_201_0104_6_1,Group Activities In A Centre - 1:4 - Complex - Evening,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$23.54,$32.96,$35.31,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_201_0104_6_1_T,Group Activities In A Centre - 1:4 - Complex - Evening - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$25.03,$35.04,$37.54,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_202_0104_6_1,Group Activities In A Centre - 1:4 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$28.83,$40.37,$43.25,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_202_0104_6_1_T,Group Activities In A Centre - 1:4 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$30.69,$42.96,$46.03,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_203_0104_6_1,Group Activities In A Centre - 1:4 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$36.86,$51.60,$55.29,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_203_0104_6_1_T,Group Activities In A Centre - 1:4 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$39.27,$54.98,$58.90,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_204_0104_6_1,Group Activities In A Centre - 1:4 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$45.61,$63.85,$68.41,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_204_0104_6_1_T,Group Activities In A Centre - 1:4 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$48.63,$68.08,$72.94,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_205_0104_6_1,Group Activities In A Centre - 1:5 - Complex - Weekday Daytime,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$19.02,$26.62,$28.52,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_205_0104_6_1_T,Group Activities In A Centre - 1:5 - Complex - Weekday Daytime - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$20.19,$28.26,$30.28,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_206_0104_6_1,Group Activities In A Centre - 1:5 - Complex - Evening,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$20.77,$29.07,$31.15,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_206_0104_6_1_T,Group Activities In A Centre - 1:5 - Complex - Evening - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$22.06,$30.89,$33.09,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_207_0104_6_1,Group Activities In A Centre - 1:5 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$25.37,$35.52,$38.06,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_207_0104_6_1_T,Group Activities In A Centre - 1:5 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$26.99,$37.78,$40.48,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_208_0104_6_1,Group Activities In A Centre - 1:5 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$32.36,$45.30,$48.54,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_208_0104_6_1_T,Group Activities In A Centre - 1:5 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$34.46,$48.24,$51.69,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_209_0104_6_1,Group Activities In A Centre - 1:5 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$39.98,$55.97,$59.97,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_209_0104_6_1_T,Group Activities In A Centre - 1:5 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities in a centre, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$42.60,$59.65,$63.91,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_300_0104_1_1,"Access Community, Social And Rec Activities - Level 1 - Weekday Daytime","Supporting a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$52.85,$73.99,$79.28,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_300_0104_1_1_T,"Access Community, Social And Rec Activities - Level 1 - Weekday Daytime - TTP","Supporting a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$56.81,$79.53,$85.22,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_301_0104_1_1,"Access Community, Social And Rec Activities - Level 1 - Evening","Supporting a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$58.31,$81.63,$87.47,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_301_0104_1_1_T,"Access Community, Social And Rec Activities - Level 1 - Evening - TTP","Supporting a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$62.69,$87.77,$94.04,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_302_0104_1_1,"Access Community, Social And Rec Activities - Level 1 - Saturday","Supporting a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$72.69,$101.77,$109.04,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_302_0104_1_1_T,"Access Community, Social And Rec Activities - Level 1 - Saturday - TTP","Supporting a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$78.14,$109.40,$117.21,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_303_0104_1_1,"Access Community, Social And Rec Activities - Level 1 - Sunday","Supporting a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$94.52,$132.33,$141.78,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_303_0104_1_1_T,"Access Community, Social And Rec Activities - Level 1 - Sunday - TTP","Supporting a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$101.61,$142.25,$152.42,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_304_0104_1_1,"Access Community, Social And Rec Activities - Level 1 - Public Holiday","Supporting a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$118.34,$165.68,$177.51,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_304_0104_1_1_T,"Access Community, Social And Rec Activities - Level 1 - Public Holiday - TTP","Supporting a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$127.21,$178.09,$190.82,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_400_0104_1_1,"Access Community, Social And Rec Activities - Level 2 - Weekday Daytime","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$57.15,$80.01,$85.73,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_400_0104_1_1_T,"Access Community, Social And Rec Activities - Level 2 - Weekday Daytime - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$61.11,$85.55,$91.67,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_401_0104_1_1,"Access Community, Social And Rec Activities - Level 2 - Evening","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$63.06,$88.28,$94.59,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_401_0104_1_1_T,"Access Community, Social And Rec Activities - Level 2 - Evening - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$67.44,$94.42,$101.16,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_402_0104_1_1,"Access Community, Social And Rec Activities - Level 2 - Saturday","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$78.63,$110.08,$117.95,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_402_0104_1_1_T,"Access Community, Social And Rec Activities - Level 2 - Saturday - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$84.08,$117.71,$126.12,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_403_0104_1_1,"Access Community, Social And Rec Activities - Level 2 - Sunday","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$102.23,$143.12,$153.35,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_403_0104_1_1_T,"Access Community, Social And Rec Activities - Level 2 - Sunday - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$109.32,$153.05,$163.98,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_404_0104_1_1,"Access Community, Social And Rec Activities - Level 2 - Public Holiday","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$127.97,$179.16,$191.96,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_404_0104_1_1_T,"Access Community, Social And Rec Activities - Level 2 - Public Holiday - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$136.84,$191.58,$205.26,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_500_0104_1_1,"Access Community, Social And Rec Activities - Level 3 - Weekday Daytime","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$60.04,$84.06,$90.06,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_500_0104_1_1_T,"Access Community, Social And Rec Activities - Level 3 - Weekday Daytime - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$64.00,$89.60,$96.00,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_501_0104_1_1,"Access Community, Social And Rec Activities - Level 3 - Evening","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$66.23,$92.72,$99.35,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_501_0104_1_1_T,"Access Community, Social And Rec Activities - Level 3 - Evening - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$70.61,$98.85,$105.92,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_502_0104_1_1,"Access Community, Social And Rec Activities - Level 3 - Saturday","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$82.58,$115.61,$123.87,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_502_0104_1_1_T,"Access Community, Social And Rec Activities - Level 3 - Saturday - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$88.03,$123.24,$132.05,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_503_0104_1_1,"Access Community, Social And Rec Activities - Level 3 - Sunday","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$107.37,$150.32,$161.06,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_503_0104_1_1_T,"Access Community, Social And Rec Activities - Level 3 - Sunday - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$114.46,$160.24,$171.69,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_504_0104_1_1,"Access Community, Social And Rec Activities - Level 3 - Public Holiday","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$134.42,$188.19,$201.63,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_504_0104_1_1_T,"Access Community, Social And Rec Activities - Level 3 - Public Holiday - TTP","Supporting a participant to engage in community, social and/or recreational activities, where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$143.29,$200.61,$214.94,Y,Y,N,Y
